Contrato,Idade,Sexo,Valor_Renda,UF_Cliente,Perc_Juros,Prazo_Emprestimo,Data_Contratacao,Prazo_Restante,VL_Emprestimo,VL_Emprestimo_ComJuros,QT_Total_Parcelas_Pagas,QT_Total_Parcelas_Pagas_EmDia,QT_Total_Parcelas_Pagas_EmAtraso,Qt_Renegociacao,Estado_Civil,Escolaridade,Possui_Patrimonio,VL_Patrimonio,QT_Parcelas_Atraso,QT_Dias_Atraso,Saldo_Devedor,Total_Pago,Possivel_Fraude
322095867715,23,F,4000.00,SP,18.0000,80,2022-12-13,80,40000.00,46000.00,2,2,0,1,SOLTEIRO(A),NULL,N,0.00,9,251,46561.50,1190.00,Sim
322095868715,25,F,2000.00,RS,24.0000,36,2022-12-12,44,14000.00,16100.00,3,3,0,0,SOLTEIRO(A),NULL,N,0.00,8,225,16610.71,1502.34,Sim
322095869715,39,F,3500.00,MS,20.0000,200,2022-12-13,198,200000.00,230000.00,9,1,4,1,SOLTEIRO(A),NULL,N,0.00,2,41,235665.90,6434.46,Nao
322095870715,46,F,9000.00,SP,22.0000,100,2022-12-13,94,60000.00,69000.00,11,10,0,1,CASADO (A),NULL,N,0.00,0,NULL,68982.00,4838.19,Nao
322095872715,21,M,1285.00,SP,7.0000,75,2022-12-20,64,30000.00,34500.00,5,1,1,0,SOLTEIRO(A),NULL,N,0.00,6,162,30061.67,2152.32,Sim
322095874715,49,M,4000.00,MG,20.0000,100,2022-12-12,94,60000.00,69000.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,10,284,72290.76,738.20,Sim
322095877715,37,M,4500.00,BA,18.0000,25,2022-12-12,16,10000.00,11500.00,9,2,3,2,CASADO (A),Ensino Médio,N,0.00,0,NULL,6193.84,5862.44,Nao
322095880715,52,F,5920.00,MT,24.0000,20,2022-12-12,19,6000.00,6900.00,9,6,2,3,CASADO (A),NULL,N,0.00,0,NULL,2551.75,5181.90,Nao
322095882715,36,M,5000.00,MS,18.0000,25,2022-12-14,16,15000.00,17250.00,8,2,6,2,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,7401.41,10797.87,Nao
322095883715,25,M,2000.00,MG,25.0000,80,2022-12-13,78,17000.00,19550.00,3,2,0,0,OUTRO,NULL,N,0.00,8,225,20896.76,820.53,Sim
322095884715,27,M,3985.69,SP,22.0000,100,2022-12-12,100,100000.00,115000.00,2,2,0,1,SOLTEIRO(A),NULL,N,0.00,9,251,121801.86,1460.00,Sim
322095885715,26,F,5800.00,RJ,20.0000,200,2022-12-12,225,250000.00,287500.00,8,2,5,1,SOLTEIRO(A),NULL,N,0.00,3,71,295491.07,7168.63,Nao
322095888715,33,F,2000.00,BA,21.0000,80,2022-12-13,82,50000.00,57500.00,2,2,0,1,SOLTEIRO(A),NULL,N,0.00,9,251,60100.86,1233.00,Sim
322095890715,21,F,2000.00,MG,21.0000,36,2022-12-13,35,16000.00,18400.00,9,2,1,4,SOLTEIRO(A),NULL,N,0.00,0,NULL,8821.93,10920.04,Nao
322095891715,29,M,3000.00,PB,22.0000,100,2022-12-12,94,30000.00,34500.00,11,11,0,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,34490.99,2419.10,Nao
322095892715,29,M,3400.00,RS,20.0000,200,2022-12-20,198,200000.00,230000.00,11,0,1,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,234189.86,7847.60,Nao
322095893715,44,M,9000.00,SP,20.0000,200,2022-12-12,225,400000.00,460000.00,11,6,0,1,CASADO (A),NULL,N,0.00,0,NULL,468380.12,16562.91,Nao
322095898715,27,M,3500.00,SP,20.0000,200,2022-12-12,198,160000.00,184000.00,1,1,0,1,CASADO (A),NULL,N,0.00,9,251,193540.12,600.52,Sim
322095899715,50,F,10000.00,SP,22.0000,100,2022-12-12,100,70000.00,80500.00,1,1,0,2,DIVORCIADO,NULL,N,0.00,10,284,85734.29,511.00,Sim
322095901715,41,F,2500.00,GO,18.0000,80,2022-12-13,80,40000.00,46000.00,9,7,0,0,SOLTEIRO(A),NULL,N,0.00,2,41,42295.96,5427.00,Nao
322095904715,35,M,6000.00,SP,25.0000,80,2022-12-14,78,25000.00,28750.00,2,1,0,2,CASADO (A),NULL,N,0.00,9,284,31066.87,793.76,Sim
322095909715,41,M,2100.00,MT,19.0000,200,2022-12-13,193,80000.00,92000.00,4,2,2,1,CASADO (A),NULL,N,0.00,6,162,94570.32,1520.00,Sim
322095910715,26,M,2000.00,MA,22.0000,100,2022-12-13,94,30000.00,34500.00,9,9,0,1,SOLTEIRO(A),Nenhum,N,0.00,2,41,34954.46,2026.80,Nao
322095911715,30,M,9980.00,GO,16.0000,35,2022-12-14,27,50000.00,57500.00,11,2,5,3,OUTRO,Nenhum,N,0.00,0,NULL,25189.80,34160.22,Nao
322095913715,40,F,2500.00,SP,19.0000,190,2022-12-13,185,100000.00,115000.00,11,2,0,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,115948.71,4285.60,Nao
322095914715,43,F,5000.00,RJ,20.0000,200,2022-12-13,227,230000.00,264500.00,2,1,0,1,UNIÃO ESTAVEL,NULL,N,0.00,9,251,277397.47,1726.50,Sim
322095915715,64,M,2000.00,RS,20.0000,200,2022-12-13,198,100000.00,115000.00,10,6,3,1,SOLTEIRO(A),NULL,N,0.00,1,11,117479.17,3793.15,Nao
322095919715,32,M,2700.00,PR,26.0000,235,2022-12-13,227,130000.00,149500.00,5,2,0,0,CASADO (A),NULL,N,0.00,6,162,161754.39,3512.60,Sim
322095922715,30,F,6000.00,SP,16.0000,80,2022-12-13,80,60000.00,69000.00,6,4,0,0,CASADO (A),NULL,N,0.00,5,133,65108.15,5265.00,Sim
322095924715,34,F,3000.00,PB,18.0000,120,2022-12-23,120,100000.00,115000.00,9,1,8,2,CASADO (A),NULL,N,0.00,0,NULL,114719.99,5386.92,Nao
322095925715,38,M,3000.00,PR,21.0000,80,2022-12-13,78,20000.00,23000.00,10,4,3,0,OUTRO,NULL,N,0.00,1,11,21536.61,3139.88,Nao
322095928715,33,F,2500.00,MS,21.0000,40,2022-12-16,33,17000.00,19550.00,10,6,0,2,SOLTEIRO(A),NULL,N,0.00,1,11,15655.83,5344.18,Nao
322095932715,56,F,2500.00,SP,23.0000,200,2022-12-30,193,80000.00,92000.00,1,1,0,1,SOLTEIRO(A),Nenhum,N,0.00,9,251,98946.02,396.00,Sim
322095933715,21,M,1900.00,SP,20.0000,100,2022-12-13,94,40000.00,46000.00,11,10,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,43076.01,5346.31,Nao
322095935715,28,M,3500.00,PA,20.0000,100,2022-12-13,94,50000.00,57500.00,11,11,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,53845.00,6795.12,Nao
322095936715,25,F,3300.00,BA,21.0000,30,2022-12-26,35,16000.00,18400.00,1,1,0,2,SOLTEIRO(A),NULL,N,0.00,7,194,19160.81,656.00,Sim
322095937715,35,M,2000.00,RN,22.0000,100,2022-12-13,94,30000.00,34500.00,10,5,3,1,SOLTEIRO(A),NULL,N,0.00,1,41,34728.66,2272.58,Nao
322095938715,54,F,1500.00,MG,21.0000,48,2022-12-13,60,15000.00,17250.00,11,11,0,0,CASADO (A),NULL,N,0.00,0,NULL,14221.87,4280.13,Nao
322095939715,31,F,5000.00,SP,19.0000,190,2022-12-13,221,200000.00,230000.00,11,9,1,1,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,231897.42,8587.81,Nao
322095940715,22,M,2000.00,PR,22.0000,100,2022-12-13,94,45000.00,51750.00,11,3,1,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,51736.50,3731.37,Nao
322095942715,32,F,5800.00,SP,23.0000,60,2022-12-20,51,8000.00,9200.00,2,0,0,0,CASADO (A),NULL,N,0.00,9,251,9726.44,333.32,Sim
322095943715,45,F,1500.00,MG,20.0000,100,2022-12-13,94,30000.00,34500.00,11,9,0,0,CASADO (A),Nenhum,N,0.00,0,NULL,32307.01,4077.12,Nao
322095944715,53,M,2000.00,SP,23.0000,60,2022-12-14,51,8000.00,9200.00,11,1,8,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,8166.56,1868.59,Nao
322095945715,22,F,1245.04,AL,24.0000,20,2022-12-13,13,5000.00,5750.00,9,4,2,2,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,1476.84,4951.24,Nao
322095947715,28,M,2000.00,SC,20.0000,200,2022-12-14,198,150000.00,172500.00,5,2,3,2,SOLTEIRO(A),NULL,N,0.00,6,162,179154.37,2845.91,Sim
322095955715,25,M,2100.00,SP,17.0000,60,2022-12-19,60,15000.00,17250.00,4,3,1,1,OUTRO,NULL,N,0.00,6,225,16690.38,1203.47,Nao
322095957715,44,M,3000.00,SP,20.0000,95,2022-12-13,85,50000.00,57500.00,2,1,1,2,CASADO (A),NULL,N,0.00,9,251,59434.51,1293.92,Sim
322095958715,21,M,2866.00,SP,18.0000,25,2022-12-13,16,15000.00,17250.00,11,11,0,3,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,4702.14,13393.78,Nao
322095959715,36,M,5000.00,MS,18.0000,25,2022-12-14,16,15000.00,17250.00,8,2,6,2,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,7402.41,10757.87,Nao
322095960715,25,F,8000.00,MA,20.0000,200,2022-12-15,198,200000.00,230000.00,10,7,0,1,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,232399.96,10038.93,Nao
322095961715,33,F,2500.00,BA,22.0000,100,2022-12-14,94,40000.00,46000.00,7,2,5,2,SOLTEIRO(A),Nenhum,N,0.00,4,103,47201.60,2079.96,Nao
322095963715,33,F,2500.00,BA,20.0000,200,2022-12-14,198,150000.00,172500.00,1,1,0,1,SOLTEIRO(A),Nenhum,N,0.00,10,284,181180.21,532.50,Sim
322095964715,33,M,12000.00,SP,21.0000,36,2022-12-13,35,16000.00,18400.00,10,1,8,3,SOLTEIRO(A),Nenhum,N,0.00,1,11,8267.62,11478.79,Nao
322095968715,67,F,3500.00,MG,26.0000,235,2022-12-19,227,200000.00,230000.00,11,6,2,0,VIÚVO(A),Nenhum,N,0.00,0,NULL,242111.23,11967.71,Nao
322095969715,42,F,1318.00,CE,20.0000,200,2022-12-13,198,100000.00,115000.00,11,11,0,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,117095.03,3916.47,Nao
322095970715,71,M,4000.00,PR,20.0000,200,2022-12-13,227,210000.00,241500.00,0,0,0,2,CASADO (A),Nenhum,N,0.00,11,315,254185.73,0.00,Sim
322095971715,31,F,2500.00,GO,23.0000,60,2022-12-19,51,15000.00,17250.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,10,284,18558.75,315.65,Sim
322095972715,22,F,5000.00,MA,24.0000,20,2022-12-14,13,5000.00,5750.00,8,1,5,2,SOLTEIRO(A),NULL,N,0.00,1,11,1744.23,4713.77,Nao
322095973715,34,M,5000.00,RS,17.0000,135,2022-12-13,125,130000.00,149500.00,10,1,8,1,CASADO (A),NULL,N,0.00,1,11,142088.54,11584.24,Nao
322095975715,25,F,6000.00,PR,16.8000,36,2022-12-13,30,7000.00,8050.00,11,6,5,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,5877.04,2633.00,Nao
322095976715,48,M,1800.00,PA,21.0000,55,2022-12-13,46,12000.00,13800.00,11,5,5,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,11807.95,3022.63,Nao
322095977715,23,F,2000.00,PB,21.0000,45,2022-12-13,34,10000.00,11500.00,2,1,1,0,CASADO (A),NULL,N,0.00,9,251,11851.39,553.13,Sim
322095978715,28,F,5100.00,SE,21.0000,40,2022-12-13,31,18000.00,20700.00,9,9,0,3,CASADO (A),Nenhum,N,0.00,0,NULL,13125.17,9015.74,Nao
322095979715,21,F,1814.00,RJ,23.0000,60,2022-12-13,53,14000.00,16100.00,11,11,0,1,SOLTEIRO(A),Ensino Médio,N,0.00,0,NULL,14262.24,3252.52,Nao
322095981715,45,F,1500.00,GO,20.0000,200,2022-12-13,198,100000.00,115000.00,8,8,0,1,DIVORCIADO,NULL,N,0.00,3,71,118196.21,2840.00,Nao
322095982715,20,F,4000.00,PB,22.0000,100,2022-12-14,100,70000.00,80500.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,10,284,85793.06,511.00,Sim
322095983715,23,M,2666.66,MS,20.0000,100,2022-12-13,94,40000.00,46000.00,9,2,5,1,SOLTEIRO(A),NULL,N,0.00,2,103,44043.89,4434.73,Nao
322095984715,44,M,5600.00,SP,20.0000,200,2022-12-13,225,400000.00,460000.00,1,1,0,1,DIVORCIADO,Nenhum,N,0.00,10,284,483992.78,1501.31,Sim
322095985715,56,M,2000.00,MG,20.0000,100,2022-12-13,94,30000.00,34500.00,1,1,0,0,CASADO (A),Nenhum,N,0.00,10,284,36145.38,369.10,Sim
322095988715,39,M,4000.00,SP,25.0000,80,2022-12-13,78,20000.00,23000.00,8,1,6,2,SOLTEIRO(A),NULL,N,0.00,1,11,13715.43,11727.76,Nao
322095990715,54,F,1600.00,PE,18.0000,70,2022-12-13,75,30000.00,34500.00,11,10,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,30090.00,5699.78,Nao
322095991715,19,M,6400.00,PR,24.0000,235,2022-12-13,225,400000.00,460000.00,6,5,0,0,SOLTEIRO(A),NULL,N,0.00,5,133,487656.59,12763.20,Sim
322095992715,48,F,2200.00,SC,20.0000,200,2022-12-13,198,200000.00,230000.00,9,8,0,1,DIVORCIADO,NULL,N,0.00,2,41,235651.23,6390.00,Nao
322095993715,43,F,3000.00,MG,21.0000,48,2022-12-13,60,15000.00,17250.00,10,1,7,0,SOLTEIRO(A),NULL,N,0.00,1,11,14652.28,3938.13,Nao
322095994715,38,M,2200.00,SP,22.0000,100,2022-12-20,94,60000.00,69000.00,7,2,2,1,SOLTEIRO(A),Nenhum,N,0.00,4,103,70802.63,3085.86,Nao
322095997715,27,M,3500.00,PA,16.0000,80,2022-12-13,77,70000.00,80500.00,11,11,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,70638.76,11460.43,Nao
322095998715,38,M,2500.00,SP,7.0000,75,2022-12-13,64,30000.00,34500.00,11,1,1,0,OUTRO,NULL,N,0.00,0,NULL,27391.89,4723.23,Nao
322095999715,37,M,8200.00,BA,20.0000,130,2022-10-13,129,280000.00,322000.00,1,1,0,2,OUTRO,NULL,N,0.00,9,251,338351.98,1586.24,Sim
322096005715,35,F,3000.00,SP,19.0000,190,2022-12-14,221,200000.00,230000.00,10,10,0,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,232633.81,7389.81,Nao
322096006715,37,F,9774.00,RS,21.0000,40,2022-12-13,33,18000.00,20700.00,11,9,0,2,DIVORCIADO,NULL,N,0.00,0,NULL,11818.63,10381.29,Nao
322096010715,29,F,3000.00,SP,20.0000,160,2022-12-14,149,120000.00,138000.00,11,3,1,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,138413.40,8296.72,Nao
322096012715,30,F,4800.00,SP,20.0000,60,2022-12-13,80,70000.00,80500.00,2,2,0,1,SOLTEIRO(A),NULL,N,0.00,9,251,83340.41,1656.76,Sim
322096016715,24,F,2000.00,GO,23.0000,200,2022-12-13,193,100000.00,115000.00,10,2,2,0,SOLTEIRO(A),Nenhum,N,0.00,1,41,117842.46,6459.98,Nao
322096017715,35,M,3000.00,SP,21.0000,60,2022-12-13,60,20000.00,23000.00,1,1,0,1,CASADO (A),NULL,N,0.00,10,284,24306.60,410.00,Sim
322096018715,55,M,3600.00,MG,18.0000,60,2022-12-13,60,28000.00,32200.00,9,9,0,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,14104.89,19302.62,Nao
322096020715,30,M,2500.00,SP,22.0000,100,2022-12-19,94,50000.00,57500.00,3,2,0,1,SOLTEIRO(A),NULL,N,0.00,8,225,60521.55,1095.00,Sim
322096021715,39,M,7300.20,PA,12.6000,80,2022-12-13,100,140000.00,161000.00,2,1,0,1,SOLTEIRO(A),NULL,N,0.00,9,251,154111.22,4029.44,Sim
322096022715,35,M,3300.00,SP,15.4000,180,2022-12-14,198,160000.00,184000.00,3,1,0,0,DIVORCIADO,Nenhum,N,0.00,8,225,183727.13,3197.55,Sim
322096024715,43,F,12228.42,SP,7.0000,75,2022-12-13,64,50000.00,57500.00,9,4,0,2,DIVORCIADO,NULL,N,0.00,0,NULL,15701.44,37837.55,Nao
322096025715,43,F,12228.42,SP,7.0000,75,2022-12-13,64,40000.00,46000.00,9,4,0,3,DIVORCIADO,NULL,N,0.00,0,NULL,12112.96,30687.00,Nao
322096026715,28,F,4000.00,SP,20.0000,200,2022-12-15,225,300000.00,345000.00,8,5,2,1,CASADO (A),NULL,N,0.00,3,71,354588.63,8564.16,Nao
322096027715,28,M,6500.00,RJ,22.0000,100,2022-12-19,94,60000.00,69000.00,1,1,0,2,SOLTEIRO(A),NULL,N,0.00,10,284,73614.05,450.40,Sim
322096028715,58,F,1500.00,BA,20.0000,100,2022-12-13,94,30000.00,34500.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,10,284,36081.97,363.00,Sim
322096029715,34,M,4900.00,GO,20.0000,100,2022-12-13,94,45000.00,51750.00,11,10,1,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,47906.69,6682.44,Nao
322096032715,50,M,30000.00,SP,12.0000,140,2022-12-15,129,500000.00,575000.00,11,1,0,1,OUTRO,NULL,N,0.00,0,NULL,491485.46,38227.60,Nao
322096033715,50,M,30000.00,SP,12.0000,140,2022-12-15,129,500000.00,575000.00,11,1,0,1,OUTRO,NULL,N,0.00,0,NULL,491485.46,38227.59,Nao
322096034715,43,M,2000.00,SE,22.0000,80,2022-12-13,94,30000.00,34500.00,10,10,0,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,34162.49,2812.40,Nao
322096035715,25,F,2000.00,RS,23.0000,60,2022-12-12,51,13000.00,14950.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,10,284,16056.19,270.83,Sim
322096036715,32,F,4500.00,CE,23.0000,15,2022-12-13,4,3500.00,4025.00,11,2,7,2,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,978.00,3533.90,Nao
322096037715,46,F,1000.00,CE,20.0000,200,2022-12-13,198,100000.00,115000.00,3,2,0,1,CASADO (A),Nenhum,N,0.00,8,225,120048.39,1065.00,Sim
322096039715,41,M,30000.00,SP,19.0000,190,2022-12-13,185,100000.00,115000.00,5,3,0,1,CASADO (A),Nenhum,N,0.00,6,162,118371.70,1942.30,Sim
322096041715,41,M,30000.00,SP,19.0000,190,2022-12-13,185,100000.00,115000.00,5,3,0,1,CASADO (A),Nenhum,N,0.00,6,162,118371.70,1942.30,Sim
322096042715,59,F,5000.00,MT,22.0000,100,2022-12-13,94,50000.00,57500.00,5,2,3,2,CASADO (A),NULL,N,0.00,6,162,59825.68,1921.63,Sim
322096044715,40,F,5000.00,SP,20.0000,95,2022-12-14,85,30000.00,34500.00,11,11,0,0,CASADO (A),NULL,N,0.00,0,NULL,32097.10,4287.87,Nao
322096046715,50,M,5000.00,AL,20.0000,200,2022-12-13,198,200000.00,230000.00,5,2,3,2,SOLTEIRO(A),NULL,N,0.00,6,162,237093.60,3595.71,Sim
322096047715,49,F,6000.00,PE,20.0000,200,2022-12-13,198,100000.00,115000.00,1,1,0,1,CASADO (A),NULL,N,0.00,10,284,120786.80,355.00,Sim
322096048715,46,F,2500.00,BA,21.0000,60,2022-12-13,60,16000.00,18400.00,9,4,3,2,SOLTEIRO(A),Ensino Superior,N,0.00,0,NULL,8734.68,10980.45,Nao
322096049715,38,M,3000.00,SP,22.0000,100,2022-12-13,94,60000.00,69000.00,10,10,0,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,69420.02,4524.76,Nao
322096050715,28,M,2000.00,PA,21.0000,50,2022-12-13,51,10000.00,11500.00,8,2,4,0,OUTRO,NULL,N,0.00,3,71,10363.50,2006.34,Nao
322096051715,20,M,2000.00,RO,20.0000,100,2022-12-13,94,40000.00,46000.00,5,2,0,0,SOLTEIRO(A),NULL,N,0.00,6,162,46095.05,2420.00,Sim
322096052715,30,F,2200.00,PR,20.0000,200,2022-12-13,198,200000.00,230000.00,3,3,0,1,CASADO (A),NULL,N,0.00,7,194,240067.87,2130.00,Sim
322096054715,24,M,2000.00,RN,9.0000,55,2022-12-13,44,16000.00,18400.00,2,1,1,1,SOLTEIRO(A),NULL,N,0.00,9,251,16927.69,634.18,Sim
322096056715,26,F,4000.00,RN,20.0000,200,2022-12-13,198,100000.00,115000.00,3,3,0,1,SOLTEIRO(A),Nenhum,N,0.00,8,225,120048.39,1065.00,Sim
322096058715,34,M,1500.00,RS,20.0000,200,2022-12-13,198,100000.00,115000.00,10,3,5,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,117469.95,3578.76,Nao
322096059715,36,M,9000.00,BA,21.0000,80,2022-12-15,79,70000.00,80500.00,9,2,7,3,SOLTEIRO(A),NULL,N,0.00,0,NULL,33136.48,52435.72,Nao
322096060715,36,F,7049.00,SP,20.0000,95,2022-12-13,85,50000.00,57500.00,10,8,2,0,CASADO (A),NULL,N,0.00,0,NULL,54132.16,6532.63,Nao
322096061715,34,F,5000.00,PA,20.0000,200,2022-12-14,198,200000.00,230000.00,9,1,4,1,CASADO (A),NULL,N,0.00,2,41,235749.37,6805.06,Nao
322096062715,32,M,2500.00,PE,22.0000,100,2022-12-13,94,30000.00,34500.00,2,1,1,2,SOLTEIRO(A),NULL,N,0.00,9,251,36598.61,455.70,Sim
322096065715,45,M,2500.00,MG,18.0000,80,2022-12-13,84,40000.00,46000.00,11,5,2,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,41054.97,6685.56,Nao
322096066715,76,M,2000.00,SP,20.0000,200,2022-12-13,198,100000.00,115000.00,3,1,0,1,DIVORCIADO,Nenhum,N,0.00,8,225,120048.39,1065.00,Sim
322096068715,38,M,8000.00,SP,20.0000,200,2022-12-13,225,320000.00,368000.00,10,1,5,2,CASADO (A),NULL,N,0.00,1,11,367787.02,16145.26,Nao
322096070715,34,M,3019.00,MS,23.0000,36,2022-12-16,43,10000.00,11500.00,11,5,2,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,8680.17,3873.20,Nao
322096071715,22,F,1800.00,PR,22.0000,100,2022-12-13,94,40000.00,46000.00,4,2,2,2,SOLTEIRO(A),NULL,N,0.00,7,194,48125.94,1168.00,Sim
322096072715,43,M,2500.00,PB,22.0000,100,2022-12-14,94,40000.00,46000.00,11,2,0,1,CASADO (A),NULL,N,0.00,0,NULL,45988.00,3225.45,Nao
322096073715,33,M,2000.00,MG,22.0000,100,2022-12-20,94,40000.00,46000.00,8,0,6,1,CASADO (A),NULL,N,0.00,3,71,46919.44,2454.03,Nao
322096075715,38,F,8000.00,PA,17.0000,140,2022-12-14,143,160000.00,184000.00,10,1,8,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,181047.24,7918.07,Nao
322096077715,67,F,5400.00,RS,20.0000,200,2022-12-20,198,100000.00,115000.00,11,2,3,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,117109.89,3924.87,Nao
322096078715,25,M,5800.00,MG,14.0000,100,2022-12-13,89,120000.00,138000.00,2,1,0,0,OUTRO,NULL,N,0.00,9,251,135734.97,2760.00,Sim
322096080715,17,M,2000.00,MG,25.0000,80,2022-12-14,78,20000.00,23000.00,11,3,0,0,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,21907.51,3507.14,Nao
322096081715,25,F,1500.00,PB,22.0000,100,2022-12-14,94,30000.00,34500.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,10,284,36768.47,219.00,Sim
322096083715,29,F,3500.00,MG,20.0000,200,2022-12-13,198,200000.00,230000.00,7,5,1,1,CASADO (A),NULL,N,0.00,4,103,237141.32,4984.40,Nao
322096085715,59,F,5000.00,RS,20.0000,100,2022-12-14,94,40000.00,46000.00,11,3,4,0,DIVORCIADO,NULL,N,0.00,0,NULL,43085.82,5376.96,Nao
322096087715,24,M,8500.00,SC,20.0000,200,2022-12-13,198,100000.00,115000.00,1,1,0,1,OUTRO,NULL,N,0.00,10,284,120786.80,355.00,Sim
322096091715,50,F,3500.00,SP,20.0000,200,2022-12-13,198,200000.00,230000.00,10,1,6,2,CASADO (A),NULL,N,0.00,0,NULL,234927.11,7602.64,Nao
322096092715,26,M,2000.00,SP,18.0000,80,2022-12-13,76,35000.00,40250.00,11,6,2,1,UNIÃO ESTAVEL,NULL,N,0.00,0,NULL,35928.19,5847.71,Nao
322096095715,42,F,3900.00,MS,20.0000,100,2022-12-13,94,40000.00,46000.00,7,6,0,0,CASADO (A),Nenhum,N,0.00,4,103,45121.63,3444.91,Nao
322096097715,34,F,2000.00,PB,22.0000,100,2022-12-14,94,40000.00,46000.00,11,8,1,1,CASADO (A),NULL,N,0.00,0,NULL,45987.86,3231.48,Nao
322096099715,25,M,3363.35,RS,23.0000,60,2022-12-14,78,17000.00,19550.00,11,10,1,3,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,10329.87,11013.30,Nao
322096100715,55,F,2000.00,BA,20.0000,200,2022-12-19,198,100000.00,115000.00,5,3,0,1,DIVORCIADO,NULL,N,0.00,6,162,119436.17,1876.65,Sim
322096103715,22,M,1100.00,PA,22.0000,80,2022-12-19,94,30000.00,34500.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,10,284,36800.06,279.95,Sim
322096104715,21,F,4800.00,SC,20.0000,200,2022-12-13,225,250000.00,287500.00,2,2,0,1,SOLTEIRO(A),NULL,N,0.00,8,225,301008.50,1775.00,Sim
322096106715,22,F,2300.00,MG,18.0000,80,2022-12-14,77,50000.00,57500.00,11,3,4,3,SOLTEIRO(A),NULL,S,0.00,0,NULL,21900.10,37640.98,Nao
322096107715,22,F,2300.00,MG,18.0000,80,2022-12-14,77,50000.00,57500.00,11,3,4,3,SOLTEIRO(A),NULL,S,0.00,0,NULL,21900.10,37679.98,Nao
322096111715,45,F,10000.00,RS,17.0000,135,2022-12-22,125,150000.00,172500.00,11,1,1,1,UNIÃO ESTAVEL,NULL,N,0.00,0,NULL,168688.98,8345.88,Nao
322096113715,33,F,6050.00,PA,16.0000,80,2022-12-14,85,120000.00,138000.00,1,1,0,0,CASADO (A),NULL,N,0.00,10,284,139591.18,1778.59,Sim
322096115715,59,F,3000.00,RS,20.0000,200,2022-12-27,198,100000.00,115000.00,2,1,0,2,SOLTEIRO(A),NULL,N,0.00,7,194,120389.43,710.00,Sim
322096121715,25,F,3200.00,SP,20.0000,200,2022-12-13,198,100000.00,115000.00,11,10,0,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,117095.03,4140.75,Nao
322096127715,29,M,4500.00,MS,19.0000,190,2022-12-14,185,100000.00,115000.00,3,3,0,1,CASADO (A),Nenhum,N,0.00,8,225,119012.75,1104.90,Sim
322096132715,52,M,5000.00,MA,16.0000,80,2022-12-14,77,60000.00,69000.00,9,2,1,2,CASADO (A),NULL,N,0.00,0,NULL,25990.56,44405.25,Nao
322096133715,52,M,5000.00,MA,16.0000,80,2022-12-14,76,60000.00,69000.00,9,2,1,2,CASADO (A),NULL,N,0.00,0,NULL,25991.23,44365.59,Nao
322096135715,27,M,2000.00,BA,22.0000,100,2022-12-14,94,50000.00,57500.00,2,2,0,1,DIVORCIADO,NULL,N,0.00,9,251,60997.61,750.66,Sim
322096137715,67,M,3000.00,PB,22.0000,100,2022-12-14,94,40000.00,46000.00,1,1,0,1,CASADO (A),NULL,N,0.00,10,284,49110.62,300.27,Sim
322096138715,39,M,31000.00,MS,17.0000,140,2022-12-11,143,160000.00,184000.00,9,7,0,2,CASADO (A),NULL,N,0.00,0,NULL,66059.81,122802.78,Nao
