Contrato,Idade,Sexo,Valor_Renda,UF_Cliente,Perc_Juros,Prazo_Emprestimo,Data_Contratacao,Prazo_Restante,VL_Emprestimo,VL_Emprestimo_ComJuros,QT_Total_Parcelas_Pagas,QT_Total_Parcelas_Pagas_EmDia,QT_Total_Parcelas_Pagas_EmAtraso,Qt_Renegociacao,Estado_Civil,Escolaridade,Possui_Patrimonio,VL_Patrimonio,QT_Parcelas_Atraso,QT_Dias_Atraso,Saldo_Devedor,Total_Pago,Possivel_Fraude
322057777715,38,F,8500.00,SC,22.0000,170,2022-06-01,159,200000.00,230000.00,14,4,0,1,SOLTEIRO(A),Nenhum,N,0.00,3,71,234064.38,12982.52,Nao
322057780715,47,F,1200.00,BA,18.0000,25,2022-06-01,10,11000.00,12650.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,16,468,12800.79,530.22,Sim
322057786715,82,F,2300.00,SP,28.0000,48,2022-06-01,36,10000.00,11500.00,1,1,0,1,VIÚVO(A),NULL,N,0.00,16,468,13101.68,275.00,Sim
322057794715,21,F,1684.20,SP,21.0000,50,2022-06-10,37,10000.00,11500.00,15,3,1,2,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,4299.36,8374.05,Nao
322057795715,64,M,3500.00,SP,24.0000,25,2022-06-01,8,3000.00,3450.00,1,1,0,0,CASADO (A),NULL,N,0.00,16,468,3785.15,153.60,Sim
322057798715,52,M,15000.00,MG,18.0000,90,2022-06-01,76,80000.00,92000.00,15,12,0,2,CASADO (A),NULL,N,0.00,0,NULL,34551.69,61209.66,Nao
322057799715,33,M,5000.00,SP,20.0000,100,2022-06-03,84,35000.00,40250.00,5,5,0,1,OUTRO,NULL,N,0.00,12,344,40133.05,2030.30,Sim
322057800715,52,M,15000.00,MG,18.0000,90,2022-06-01,76,80000.00,92000.00,15,12,0,4,CASADO (A),NULL,N,0.00,0,NULL,34550.50,61210.81,Nao
322057801715,51,M,3500.00,MG,18.0000,35,2022-06-01,19,18000.00,20700.00,15,12,0,3,CASADO (A),NULL,N,0.00,0,NULL,6615.34,15542.92,Nao
322057803715,52,M,15000.00,MG,18.0000,90,2022-06-01,76,80000.00,92000.00,15,12,0,2,CASADO (A),NULL,N,0.00,0,NULL,34551.69,61209.66,Nao
322057804715,52,M,15000.00,MG,18.0000,90,2022-06-01,76,80000.00,92000.00,15,12,0,2,CASADO (A),NULL,N,0.00,0,NULL,34551.69,61209.66,Nao
322057807715,28,M,3500.00,SP,21.0000,60,2022-06-13,68,40000.00,46000.00,2,2,0,1,SOLTEIRO(A),NULL,N,0.00,15,435,47895.71,1293.36,Sim
322057810715,30,F,3000.00,RN,20.0000,100,2022-06-03,84,40000.00,46000.00,7,6,1,0,SOLTEIRO(A),NULL,N,0.00,10,284,45289.83,3585.05,Sim
322057811715,67,F,1500.00,CE,21.0000,60,2022-06-01,84,30000.00,34500.00,1,1,0,1,CASADO (A),NULL,N,0.00,15,435,36456.59,360.00,Sim
322057812715,39,M,6000.00,PE,16.0000,60,2022-06-01,75,60000.00,69000.00,17,7,0,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,50309.98,21490.88,Nao
322057813715,32,F,6000.00,MA,18.0000,100,2022-06-02,85,110000.00,126500.00,3,2,0,0,SOLTEIRO(A),NULL,N,0.00,13,376,127655.08,3927.00,Sim
322057814715,45,M,3000.00,MG,20.0000,100,2022-06-01,84,25000.00,28750.00,9,1,4,1,SOLTEIRO(A),NULL,N,0.00,8,225,27674.45,2924.25,Sim
322057815715,37,F,2500.00,SP,20.0000,90,2022-06-01,84,40000.00,46000.00,2,2,0,0,SOLTEIRO(A),NULL,N,0.00,15,435,47774.90,1091.78,Sim
322057818715,31,F,3600.00,GO,24.0000,25,2022-07-01,10,14000.00,16100.00,15,5,7,2,SOLTEIRO(A),NULL,N,0.00,1,11,5790.91,13088.57,Nao
322057819715,19,M,1200.00,MG,18.0000,20,2022-06-01,3,8000.00,9200.00,14,5,5,3,SOLTEIRO(A),NULL,N,0.00,1,11,1506.25,8775.23,Nao
322057821715,83,M,2200.00,BA,20.0000,100,2022-06-01,84,25000.00,28750.00,6,4,2,1,VIÚVO(A),Nenhum,N,0.00,11,315,28279.85,2170.32,Sim
322057822715,47,M,2500.00,DF,21.0000,80,2022-06-03,84,40000.00,46000.00,17,13,1,2,CASADO (A),Nenhum,N,0.00,0,NULL,40478.08,8262.07,Nao
322057824715,42,F,2000.00,SC,21.0000,60,2022-06-01,49,20000.00,23000.00,1,1,0,0,CASADO (A),NULL,N,0.00,16,468,24522.37,414.13,Sim
322057825715,55,F,3300.00,PE,20.0000,100,2022-06-01,84,45000.00,51750.00,15,4,4,3,CASADO (A),NULL,N,0.00,0,NULL,28312.26,26784.60,Nao
322057827715,42,F,2000.00,MS,25.0000,80,2022-06-02,66,15000.00,17250.00,16,12,0,3,SOLTEIRO(A),Nenhum,N,0.00,1,251,15239.64,4126.13,Nao
322057829715,27,M,1800.00,BA,21.0000,60,2022-06-03,84,25000.00,28750.00,16,13,2,4,SOLTEIRO(A),NULL,N,0.00,0,NULL,8601.53,23834.00,Nao
322057830715,53,F,2424.00,AM,18.0000,80,2022-06-01,84,40000.00,46000.00,2,1,1,0,SOLTEIRO(A),Nenhum,N,0.00,15,435,46892.79,1206.00,Sim
322057831715,32,M,6000.00,ES,26.0000,240,2022-06-02,227,160000.00,184000.00,9,5,0,0,SOLTEIRO(A),Nenhum,N,0.00,8,225,195851.28,8091.84,Sim
322057832715,42,M,6000.00,BA,26.0000,240,2022-06-20,227,170000.00,195500.00,17,3,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,200609.04,16629.44,Nao
322057833715,32,M,9000.00,SP,18.0000,100,2022-06-08,89,70000.00,80500.00,17,5,4,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,69138.79,15530.99,Nao
322057834715,46,M,3558.00,MG,18.0000,35,2022-06-01,19,14000.00,16100.00,17,6,2,4,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,4929.08,12299.09,Nao
322057835715,21,M,2200.00,MG,18.0000,35,2022-06-03,19,15000.00,17250.00,15,15,0,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,7426.35,11431.77,Nao
322057836715,22,F,1889.43,CE,23.0000,200,2022-06-01,193,100000.00,115000.00,1,1,0,1,SOLTEIRO(A),Nenhum,N,0.00,16,468,123867.87,370.00,Sim
322057837715,37,M,4000.00,RS,17.0000,200,2022-06-01,221,180000.00,207000.00,4,3,1,3,DIVORCIADO,NULL,N,0.00,12,376,207755.58,3891.60,Sim
322057839715,31,F,2514.68,RJ,25.0000,80,2022-06-06,66,17000.00,19550.00,6,4,1,0,SOLTEIRO(A),Nenhum,N,0.00,11,315,20130.94,1695.23,Sim
322057841715,45,M,6000.00,SP,18.0000,140,2022-06-01,129,270000.00,310500.00,17,1,1,2,CASADO (A),Nenhum,N,0.00,0,NULL,290164.07,31253.96,Nao
322057844715,34,M,3000.00,PI,23.0000,200,2022-06-01,221,130000.00,149500.00,1,1,0,1,SOLTEIRO(A),Nenhum,N,0.00,15,435,161008.37,481.00,Sim
322057848715,30,F,2000.00,RJ,23.0000,200,2022-06-07,193,100000.00,115000.00,2,2,0,1,SOLTEIRO(A),Nenhum,N,0.00,15,435,123807.66,781.66,Sim
322057849715,32,F,2500.00,GO,24.0000,36,2022-06-02,23,5000.00,5750.00,9,4,4,0,CASADO (A),Nenhum,N,0.00,8,225,4856.81,1691.00,Sim
322057851715,47,M,3700.00,CE,20.0000,100,2022-07-01,84,50000.00,57500.00,4,4,0,0,CASADO (A),Nenhum,N,0.00,12,344,58496.76,2514.34,Sim
322057852715,32,F,4000.00,RJ,20.0000,90,2022-06-02,84,40000.00,46000.00,16,11,2,0,SOLTEIRO(A),NULL,N,0.00,1,11,39808.19,9225.15,Nao
322057853715,45,F,1500.00,PR,21.0000,50,2022-06-02,37,12000.00,13800.00,7,4,1,0,SOLTEIRO(A),Nenhum,N,0.00,10,284,12837.27,2171.36,Sim
322057854715,63,F,2800.00,GO,21.0000,40,2022-06-01,25,12000.00,13800.00,3,1,1,1,VIÚVO(A),NULL,N,0.00,14,406,13905.29,1114.44,Sim
322057855715,63,F,3500.00,SC,24.0000,36,2022-06-01,23,6000.00,6900.00,4,3,1,1,SOLTEIRO(A),NULL,N,0.00,12,344,6945.03,881.57,Sim
322057857715,26,F,20000.00,CE,24.0000,25,2022-06-01,8,5000.00,5750.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,6326.58,257.08,Sim
322057858715,52,M,3500.00,SP,20.0000,100,2022-06-01,84,40000.00,46000.00,4,1,2,2,CASADO (A),NULL,N,0.00,10,284,46487.96,1622.83,Sim
322057859715,53,M,3900.00,SP,21.0000,60,2022-06-01,75,60000.00,69000.00,17,15,0,1,CASADO (A),NULL,N,0.00,0,NULL,60960.04,13316.88,Nao
322057860715,20,F,2250.34,SP,23.0000,60,2022-06-01,66,15000.00,17250.00,3,3,0,0,SOLTEIRO(A),NULL,N,0.00,14,406,18033.89,946.95,Sim
322057861715,25,M,4000.00,SP,18.0000,80,2022-06-04,84,45000.00,51750.00,2,2,0,0,SOLTEIRO(A),NULL,N,0.00,15,435,52754.38,1356.76,Sim
322057862715,18,M,1400.00,MG,25.0000,70,2022-06-04,66,20000.00,23000.00,17,14,0,0,SOLTEIRO(A),Ensino Médio,N,0.00,0,NULL,19231.36,6676.18,Nao
322057865715,43,M,4000.00,RJ,20.0000,100,2022-06-01,84,30000.00,34500.00,17,8,1,1,CASADO (A),NULL,N,0.00,0,NULL,29672.36,6508.39,Nao
322057866715,35,F,5000.00,SP,22.0000,80,2022-06-01,68,30000.00,34500.00,14,9,0,3,CASADO (A),Nenhum,N,0.00,0,NULL,33019.45,4030.24,Nao
322057867715,46,F,2900.00,SC,21.0000,60,2022-06-01,49,15000.00,17250.00,17,3,2,0,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,13222.50,5605.66,Nao
322057870715,38,M,2900.00,MG,26.0000,240,2022-06-01,227,140000.00,161000.00,4,4,0,0,DIVORCIADO,NULL,N,0.00,13,376,175626.82,3082.44,Sim
322057872715,35,F,3500.00,MG,16.0000,100,2022-06-01,125,200000.00,230000.00,17,7,0,2,OUTRO,Nenhum,N,0.00,0,NULL,199389.08,32218.39,Nao
322057875715,20,F,1500.00,RJ,21.0000,80,2022-05-31,84,40000.00,46000.00,15,13,0,3,SOLTEIRO(A),NULL,N,0.00,0,NULL,17342.00,31435.33,Nao
322057877715,23,F,2000.00,SP,20.0000,100,2022-06-01,84,40000.00,46000.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,48362.51,492.13,Sim
322057879715,22,F,3000.00,MG,21.0000,48,2022-06-18,40,15000.00,17250.00,9,7,0,0,CASADO (A),Nenhum,N,0.00,8,225,15113.40,3627.16,Sim
322057880715,46,M,3500.00,SP,23.0000,65,2022-06-01,66,15000.00,17250.00,17,14,2,1,CASADO (A),NULL,N,0.00,0,NULL,13852.18,5309.46,Nao
322057882715,27,F,1500.00,SP,21.0000,60,2022-06-14,49,20000.00,23000.00,17,6,5,0,CASADO (A),NULL,N,0.00,0,NULL,17630.01,7577.92,Nao
322057883715,28,F,7000.00,MG,20.0000,100,2022-06-02,84,45000.00,51750.00,2,1,1,0,SOLTEIRO(A),NULL,N,0.00,15,435,53831.37,1118.55,Sim
322057884715,23,M,2200.00,MA,23.0000,200,2022-06-01,193,75000.00,86250.00,4,2,0,1,CASADO (A),Nenhum,N,0.00,13,376,91348.05,1860.00,Sim
322057885715,31,F,2500000.00,MG,23.0000,200,2022-06-04,221,190000.00,218500.00,1,1,0,1,SOLTEIRO(A),Nenhum,N,0.00,16,468,236007.67,742.58,Sim
322057887715,35,M,1700.00,PR,23.0000,65,2022-06-13,66,15000.00,17250.00,16,7,8,1,SOLTEIRO(A),NULL,N,0.00,1,11,14191.53,5020.68,Nao
322057888715,43,F,22749.66,SP,22.0000,200,2022-06-08,225,400000.00,460000.00,17,3,4,1,CASADO (A),Nenhum,N,0.00,0,NULL,467180.00,27062.06,Nao
322057890715,22,M,2900.00,SP,28.0000,48,2022-06-01,36,15000.00,17250.00,4,1,1,0,SOLTEIRO(A),NULL,N,0.00,13,376,18409.94,1671.77,Sim
322057891715,43,F,22749.66,SP,22.0000,200,2022-06-08,225,400000.00,460000.00,17,3,4,1,CASADO (A),Nenhum,N,0.00,0,NULL,467180.00,27062.06,Nao
322057897715,60,F,5000.00,SP,18.0000,70,2022-06-01,84,30000.00,34500.00,10,8,0,0,CASADO (A),Ensino Superior,N,0.00,7,194,30785.81,5430.22,Sim
322057898715,38,M,3800.00,GO,20.0000,100,2022-06-06,85,45000.00,51750.00,15,13,1,4,CASADO (A),Nenhum,N,0.00,0,NULL,27531.19,27465.81,Nao
322057899715,39,F,3000.00,PA,25.0000,80,2022-06-01,66,18000.00,20700.00,6,3,1,0,SOLTEIRO(A),NULL,N,0.00,11,315,21315.07,1820.73,Sim
322057902715,37,M,5000.00,SP,16.0000,80,2022-06-03,85,100000.00,115000.00,4,1,0,1,SOLTEIRO(A),Nenhum,N,0.00,13,376,111698.90,5850.00,Sim
322057904715,25,F,3000.00,RJ,22.0000,190,2022-06-03,179,60000.00,69000.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,73867.72,400.78,Sim
322057905715,46,M,4500.00,PA,20.0000,100,2022-06-01,84,35000.00,40250.00,3,1,0,0,SOLTEIRO(A),Nenhum,N,0.00,14,406,41420.90,1291.83,Sim
322057906715,23,M,1550.00,SP,21.0000,80,2022-06-02,84,30000.00,34500.00,1,1,0,2,SOLTEIRO(A),NULL,N,0.00,16,468,36507.27,369.90,Sim
322057907715,26,M,2500.00,MA,23.0000,36,2022-06-09,28,8000.00,9200.00,3,1,0,1,SOLTEIRO(A),Nenhum,N,0.00,12,344,9224.44,862.75,Sim
322057908715,34,F,2500.00,MG,18.0000,70,2022-06-01,84,40000.00,46000.00,15,12,1,4,CASADO (A),Nenhum,N,0.00,0,NULL,14797.20,33143.56,Nao
322057910715,34,F,2500.00,MG,18.0000,70,2022-06-01,84,40000.00,46000.00,15,11,1,4,CASADO (A),Nenhum,N,0.00,0,NULL,14797.20,33182.56,Nao
322057911715,29,M,2000.00,RS,18.0000,80,2022-06-01,84,40000.00,46000.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,47387.56,595.00,Sim
322057912715,46,F,2000.00,SP,23.0000,200,2022-06-07,227,170000.00,195500.00,4,3,1,1,SOLTEIRO(A),NULL,N,0.00,13,376,208611.71,2516.00,Sim
322057913715,53,F,6484.57,PB,18.0000,100,2022-06-03,85,70000.00,80500.00,2,1,0,2,DIVORCIADO,Nenhum,N,0.00,15,435,82465.36,1504.99,Sim
322057914715,32,M,1212.00,BA,25.0000,80,2022-06-01,66,17000.00,19550.00,17,16,1,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,17002.13,4914.09,Nao
322057917715,25,M,6000.00,DF,17.0000,140,2022-06-14,125,150000.00,172500.00,13,2,6,1,SOLTEIRO(A),NULL,N,0.00,1,11,160626.93,17980.59,Nao
322057920715,62,M,5600.00,MS,21.0000,60,2022-06-02,49,30000.00,34500.00,16,16,0,2,CASADO (A),NULL,N,0.00,0,NULL,16008.15,21440.45,Nao
322057922715,32,F,2500.00,PA,23.0000,190,2022-06-01,193,100000.00,115000.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,16,468,123860.98,389.40,Sim
322057923715,38,M,6500.00,CE,16.0000,60,2022-06-01,75,70000.00,80500.00,17,9,0,1,CASADO (A),NULL,N,0.00,0,NULL,58693.94,24822.62,Nao
322057926715,35,M,5000.00,SP,20.0000,140,2022-06-20,129,270000.00,310500.00,17,2,0,2,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,303419.56,25313.23,Nao
322057927715,59,M,10000.00,SP,18.0000,70,2022-06-02,80,45000.00,51750.00,7,1,1,0,CASADO (A),NULL,N,0.00,10,284,48594.09,5637.79,Sim
322057928715,35,M,5000.00,SP,20.0000,140,2022-06-20,129,270000.00,310500.00,17,2,0,1,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,303423.95,25313.23,Nao
322057929715,26,M,2000.00,SE,23.0000,200,2022-06-01,227,120000.00,138000.00,1,1,0,1,SOLTEIRO(A),Nenhum,N,0.00,15,435,149013.15,469.00,Sim
322057931715,23,F,1200.00,SP,23.0000,60,2022-06-03,46,14000.00,16100.00,15,1,10,2,SOLTEIRO(A),NULL,N,0.00,2,103,13137.71,4789.53,Nao
322057932715,33,M,1944.00,GO,20.0000,100,2022-06-01,84,30000.00,34500.00,17,15,0,0,DIVORCIADO,NULL,N,0.00,0,NULL,30129.01,6712.08,Nao
322057933715,48,M,3000.00,SP,23.0000,200,2022-06-01,221,120000.00,138000.00,2,1,1,2,SOLTEIRO(A),NULL,N,0.00,15,435,148555.84,953.16,Sim
322057934715,20,M,1800.00,MG,18.0000,80,2022-06-01,84,30000.00,34500.00,3,3,0,0,SOLTEIRO(A),NULL,N,0.00,14,435,34708.18,1396.24,Sim
322057935715,28,F,5000.00,MG,18.0000,90,2022-06-02,80,70000.00,80500.00,17,3,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,67565.86,16831.14,Nao
322057936715,47,M,20000.00,SP,16.0000,120,2022-06-02,143,220000.00,253000.00,2,2,0,2,SOLTEIRO(A),NULL,N,0.00,15,435,255948.95,2543.00,Sim
322057940715,33,F,2500.00,MG,23.0000,200,2022-06-02,221,120000.00,138000.00,16,16,0,1,CASADO (A),NULL,N,0.00,0,NULL,141696.05,8201.73,Nao
322057941715,26,M,10000.00,MG,18.0000,30,2022-06-02,16,9000.00,10350.00,13,3,7,3,SOLTEIRO(A),Nenhum,N,0.00,2,41,4024.06,7193.57,Nao
322057942715,26,M,10000.00,MG,18.0000,30,2022-06-02,16,9000.00,10350.00,13,2,7,3,SOLTEIRO(A),Nenhum,N,0.00,2,41,4017.97,7161.09,Nao
322057944715,35,F,3000.00,SP,18.0000,20,2022-06-01,3,16000.00,18400.00,14,2,12,3,SOLTEIRO(A),Nenhum,N,0.00,1,11,3813.75,17234.81,Nao
322057946715,34,M,10000.00,PR,24.0000,36,2022-06-10,23,5000.00,5750.00,8,2,3,1,SOLTEIRO(A),Ensino Superior,N,0.00,8,251,5043.13,1525.69,Sim
322057947715,24,M,1800.00,SP,23.0000,200,2022-06-01,193,70000.00,80500.00,7,2,3,0,SOLTEIRO(A),NULL,N,0.00,10,284,83067.34,4071.96,Sim
322057948715,46,F,767566.00,MS,24.0000,240,2022-06-01,225,250000.00,287500.00,2,2,0,0,CASADO (A),NULL,N,0.00,15,435,310679.33,2604.00,Sim
322057951715,42,F,5000.00,SP,24.0000,30,2022-06-01,36,8000.00,9200.00,2,1,1,0,SOLTEIRO(A),NULL,N,0.00,14,406,9774.09,693.74,Sim
322057957715,41,M,4500.00,BA,20.0000,100,2022-06-02,84,35000.00,40250.00,9,5,1,1,CASADO (A),Nenhum,N,0.00,8,284,38695.64,3996.38,Sim
322057958715,48,M,2000.00,PB,23.0000,200,2022-06-02,193,100000.00,115000.00,17,7,1,2,CASADO (A),NULL,N,0.00,0,NULL,117698.88,6849.07,Nao
322057959715,23,M,1000.00,SE,25.0000,80,2022-06-02,66,15000.00,17250.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,18965.01,238.13,Sim
322057963715,26,M,5000.00,SP,23.0000,60,2022-06-02,46,12000.00,13800.00,17,6,7,2,CASADO (A),Nenhum,N,0.00,0,NULL,8999.85,6391.30,Nao
322057964715,48,F,8000.00,CE,23.0000,200,2022-06-02,193,100000.00,115000.00,5,5,0,1,SOLTEIRO(A),Nenhum,N,0.00,12,344,122587.29,1997.82,Sim
322057965715,37,M,3800.00,MG,21.0000,60,2022-06-03,49,30000.00,34500.00,17,10,1,0,CASADO (A),NULL,N,0.00,0,NULL,26445.00,11198.04,Nao
322057968715,33,F,8000.00,PE,18.0000,170,2022-06-02,156,450000.00,517500.00,6,6,0,3,SOLTEIRO(A),NULL,N,0.00,11,315,521339.33,14931.00,Sim
322057970715,31,M,800.00,MA,25.0000,80,2022-06-09,66,15000.00,17250.00,15,4,7,4,SOLTEIRO(A),NULL,N,0.00,1,406,15477.60,3850.52,Nao
322057973715,41,M,5000.00,GO,21.0000,60,2022-06-03,49,18000.00,20700.00,15,13,2,2,CASADO (A),NULL,N,0.00,0,NULL,6986.96,15630.53,Nao
322057975715,65,F,6105.68,PA,18.0000,30,2022-06-02,19,10000.00,11500.00,8,5,2,0,CASADO (A),Nenhum,N,0.00,9,251,8962.37,3373.72,Sim
322057976715,53,M,15000.00,SP,21.0000,60,2022-06-02,84,50000.00,57500.00,17,16,0,1,CASADO (A),NULL,N,0.00,0,NULL,50800.03,11097.38,Nao
322057977715,22,M,3000.00,SP,14.0000,80,2022-06-02,64,30000.00,34500.00,17,6,1,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,26932.51,7276.48,Nao
322057978715,25,M,1800.00,MG,23.0000,60,2022-06-02,46,10000.00,11500.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,12460.58,210.43,Sim
322057981715,37,F,2300.00,SP,21.0000,60,2022-06-02,49,16000.00,18400.00,17,17,0,0,DIVORCIADO,NULL,N,0.00,0,NULL,14104.01,6024.71,Nao
322057982715,31,M,3500.00,BA,18.0000,80,2022-05-27,84,50000.00,57500.00,15,10,1,2,DIVORCIADO,Nenhum,N,0.00,0,NULL,28223.09,33996.33,Nao
322057984715,51,M,4000.00,MG,21.0000,80,2022-06-02,68,30000.00,34500.00,16,10,4,3,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,30743.19,5978.35,Nao
322057985715,68,F,2500.00,SP,23.0000,60,2022-06-06,46,10000.00,11500.00,17,14,1,0,CASADO (A),NULL,N,0.00,0,NULL,8958.39,3831.71,Nao
322057986715,27,M,2500.00,SP,21.0000,80,2022-06-03,84,35000.00,40250.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,16,468,42667.83,431.55,Sim
322057987715,39,M,1495.53,CE,18.0000,30,2022-06-02,13,14000.00,16100.00,17,6,0,3,CASADO (A),Nenhum,N,0.00,0,NULL,5479.58,11913.34,Nao
322057988715,43,M,3609.09,SP,26.0000,240,2022-06-02,227,160000.00,184000.00,16,4,0,2,CASADO (A),NULL,N,0.00,0,NULL,189379.66,11493.52,Nao
322057989715,25,F,3500.00,SP,21.0000,80,2022-06-13,68,40000.00,46000.00,17,9,2,3,SOLTEIRO(A),NULL,N,0.00,0,NULL,30554.99,18806.88,Nao
322057992715,23,M,1212.00,MA,18.0000,30,2022-06-02,16,10000.00,11500.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,11857.20,400.00,Sim
322057993715,51,M,2000.00,PB,23.0000,200,2022-06-02,193,100000.00,115000.00,2,1,1,1,VIÚVO(A),NULL,N,0.00,15,435,123807.66,791.96,Sim
322057995715,29,M,8000.00,MG,18.0000,80,2022-06-02,76,60000.00,69000.00,1,1,0,0,OUTRO,NULL,N,0.00,16,468,71081.35,892.50,Sim
322057996715,39,M,5500.00,SP,24.0000,240,2022-06-02,225,300000.00,345000.00,16,13,1,0,CASADO (A),NULL,N,0.00,1,11,350039.19,27129.21,Nao
322057997715,31,M,1200.00,BA,20.0000,100,2022-06-02,84,30000.00,34500.00,4,2,1,3,CASADO (A),NULL,N,0.00,13,406,34977.84,1516.79,Sim
322057998715,21,M,1800.00,MG,21.0000,50,2022-06-03,34,12000.00,13800.00,17,9,5,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,9212.59,3901.72,Nao
322057999715,29,M,8000.00,MG,18.0000,80,2022-06-02,76,50000.00,57500.00,16,6,7,2,OUTRO,NULL,N,0.00,1,11,47629.38,15438.77,Nao
322058000715,26,M,1500.00,MG,25.0000,80,2022-06-02,66,20000.00,23000.00,7,7,0,1,SOLTEIRO(A),Nenhum,N,0.00,10,284,23220.02,2308.57,Sim
322058002715,34,M,1902.71,MA,21.0000,60,2022-06-02,84,45000.00,51750.00,17,17,0,1,CASADO (A),NULL,N,0.00,0,NULL,45720.03,9987.50,Nao
322058003715,20,M,1200.00,MA,23.0000,60,2022-06-02,66,16000.00,18400.00,2,1,1,0,SOLTEIRO(A),NULL,N,0.00,15,435,19533.90,673.44,Sim
322058005715,35,M,4200.00,MS,23.0000,200,2022-06-02,193,120000.00,138000.00,13,8,5,2,OUTRO,Nenhum,N,0.00,4,194,143038.65,6307.26,Nao
322058006715,41,M,2000.00,GO,20.0000,100,2022-06-20,84,30000.00,34500.00,4,0,0,0,SOLTEIRO(A),NULL,N,0.00,13,376,35119.58,1476.40,Sim
322058007715,25,M,2500.00,BA,18.0000,45,2022-06-07,30,25000.00,28750.00,4,4,0,1,SOLTEIRO(A),NULL,N,0.00,13,376,27398.74,2686.76,Sim
322058009715,38,M,8000.00,SP,18.0000,80,2022-06-20,84,30000.00,34500.00,1,0,0,0,SOLTEIRO(A),Nenhum,N,0.00,16,468,35540.70,446.25,Sim
322058010715,29,M,2000.00,SP,20.0000,100,2022-06-02,84,25000.00,28750.00,1,1,0,1,OUTRO,Nenhum,N,0.00,16,468,30038.65,302.50,Sim
322058011715,39,M,2400.00,SC,21.0000,48,2022-06-03,35,10000.00,11500.00,5,5,0,1,CASADO (A),NULL,N,0.00,11,315,11116.87,1344.03,Sim
322058012715,36,F,6000.00,BA,23.0000,200,2022-06-02,193,100000.00,115000.00,16,1,12,3,SOLTEIRO(A),Nenhum,N,0.00,1,284,118095.86,6873.43,Nao
322058014715,34,M,3000.00,MG,21.0000,36,2022-06-03,35,15000.00,17250.00,12,2,10,2,SOLTEIRO(A),Nenhum,N,0.00,3,71,6812.31,12405.81,Nao
322058015715,59,F,1500.00,SP,20.0000,100,2022-06-03,84,25000.00,28750.00,17,17,0,0,CASADO (A),NULL,N,0.00,0,NULL,25107.51,5593.44,Nao
322058017715,26,F,2500.00,BA,20.0000,100,2022-06-02,84,50000.00,57500.00,17,6,7,0,CASADO (A),NULL,N,0.00,0,NULL,50214.78,11285.44,Nao
322058018715,26,M,2808.00,PR,21.0000,80,2022-06-07,84,40000.00,46000.00,5,2,0,1,SOLTEIRO(A),NULL,N,0.00,12,344,46709.81,2509.05,Sim
322058019715,43,F,2000.00,RJ,23.0000,200,2022-06-02,193,100000.00,115000.00,1,1,0,2,CASADO (A),NULL,N,0.00,16,468,124203.46,390.83,Sim
322058020715,22,M,3100.00,MG,20.0000,100,2022-06-02,84,50000.00,57500.00,3,1,2,1,SOLTEIRO(A),NULL,N,0.00,14,406,59025.05,1827.50,Sim
322058022715,35,F,4200.00,SP,18.0000,100,2022-06-03,85,60000.00,69000.00,13,1,0,3,SOLTEIRO(A),NULL,N,0.00,3,225,64068.00,7852.66,Nao
322058025715,42,M,4000.00,SP,18.0000,60,2022-06-02,84,45000.00,51750.00,15,5,6,3,SOLTEIRO(A),NULL,N,0.00,0,NULL,23583.59,30682.85,Nao
322058026715,33,M,10000.00,PR,22.0000,170,2022-06-02,159,200000.00,230000.00,16,9,3,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,232242.82,15075.30,Nao
322058027715,32,F,4500.00,MG,21.0000,48,2022-06-02,35,15000.00,17250.00,3,3,0,0,SOLTEIRO(A),NULL,N,0.00,14,406,17557.92,1162.43,Sim
322058028715,46,M,6000.00,PR,23.0000,200,2022-06-02,193,100000.00,115000.00,6,3,0,0,CASADO (A),NULL,N,0.00,11,315,120790.96,3988.12,Sim
322058029715,35,F,5000.00,SP,28.0000,48,2022-06-02,36,15000.00,17250.00,1,1,0,0,CASADO (A),Nenhum,N,0.00,16,468,19708.19,415.82,Sim
